nif_declarante,nif_contraparte,importe,is_circular
U0002506V,A0093834E,7515,False
Q0049648N,E0004255R,38904,False
E0036324J,A0028943D,5295,False
G0088082W,E0066285Q,42667,False
S0026870P,C0087546G,12358,False
J0007546P,S0006293A,17662,False
D0076050M,R0047469N,15532,False
P0027322J,A0038698Z,44391,False
E0002056G,S0015286C,3426,False
H0066498Z,H0089110S,13114,False
Q0048057C,C0014734S,8140,False
V0061968V,C0096220Z,17121,False
J0038274W,F0075722T,22659,False
V0085551P,D0028707X,41039,False
R0048416L,B0085647H,11724,False
P0001055S,A0066996M,99545,False
F0027163Q,C0040272M,15264,False
P0067445H,J0013993G,1954,False
A0099863V,V0071849K,2455,False
C0030835D,B0097194R,12009,False
G0040902Y,D0031835J,18707,False
D0088169V,W0056026J,12775,False
V0031230T,G0088890Z,3909,False
Q0009129V,A0041463P,28563,False
Q0072063Z,F0009590V,21652,False
J0015810R,V0050757W,30238,False
H0044544M,B0090511S,76650,False
B0088248A,U0035551D,304573,False
Q0093025B,R0022628G,16384,False
E0033120G,P0028818P,140881,False
F0002970V,W0022480F,32896,False
U0009360V,E0097224L,44063,False
U0038428G,V0058953H,97720,False
V0079190Y,N0087455H,13901,False
W0053206W,S0039925R,40105,False
B0030619X,J0014007C,24329,False
B0060457S,S0004056M,20920,False
B0085638G,R0002129N,40114,False
P0096742W,P0018746E,13814,False
B0063983A,G0020528Y,10152,False
G0022782C,H0068521W,72547,False
B0048147N,V0068370S,18663,False
W0064665Z,C0033415V,37965,False
R0000996K,W0048564K,96929,False
D0068079E,B0009579G,42814,False
E0083628M,G0096312P,105079,False
G0048413K,H0082001V,9656,False
N0015522Y,C0062137W,28452,False
R0023363G,C0032208C,103424,False
J0005203D,N0059438K,3467,False
V0059547F,V0013864C,19920,False
A0020522A,F0020044J,107113,False
N0088005H,N0042463Q,7639,False
A0098036G,F0074131P,7530,False
S0020740G,U0091957W,54992,False
E0010212W,N0019449J,19680,False
V0090312N,F0026872K,5532,False
F0016724W,E0031485M,39832,False
Q0044861S,Q0026325F,4921,False
S0051491L,P0017324W,17296,False
D0053963A,V0085338M,13568,False
H0022866F,E0052528T,16056,False
J0051576Z,E0032132Z,27105,False
W0044613R,N0088629P,2914,False
W0006027N,S0079892K,6786,False
H0049658C,U0063880B,19113,False
D0092916C,A0078982M,7845,False
R0032500A,J0030182D,23074,False
D0028757K,F0078184K,75555,False
C0069929J,C0070738E,7219,False
N0036302F,A0025465H,1548,False
Q0075340W,Q0091497Y,19295,False
Q0071089X,G0080552K,38299,False
E0039517E,E0070327T,34728,False
N0070051L,U0009500M,28334,False
P0017789V,P0094255H,147330,False
B0073652X,D0045200R,7584,False
H0020074E,R0013838K,13872,False
P0010432Q,J0025748S,32719,False
V0071636S,R0023469V,29709,False
B0010529F,B0034860D,12084,False
H0091470E,G0060635L,45975,False
V0062761X,R0077472N,112884,False
F0093960Q,D0031397A,28202,False
G0088557W,C0027113B,11825,False
C0047644V,V0024389Q,77077,False
P0066048E,A0013740T,20718,False
N0062600K,W0063982S,56898,False
A0063409A,V0040994E,22625,False
A0066198Q,J0015255B,55591,False
H0097736P,P0028075Y,22846,False
U0004398M,E0030019G,105661,False
V0050745E,G0097647N,56960,False
V0057344F,G0051379G,4853,False
S0076398Z,G0055931N,6315,False
J0081204F,W0072297V,128399,False
Q0037941N,Q0037025R,24698,False
D0096032W,U0037976Z,14678,False
V0025132Q,A0076596W,92932,False
G0071903K,C0016627J,176689,False
Q0032306X,J0074406B,4733,False
H0083250F,F0083497X,50650,False
J0099350Z,G0046923L,36933,False
U0016853A,Q0081759P,30921,False
N0086176W,W0051503G,15787,False
V0056232A,H0047151N,22153,False
U0008289Q,D0024249Y,67728,False
E0098949T,U0078577E,7192,False
P0079881T,E0050706C,2343,False
U0079849Q,V0095301L,14619,False
C0021230L,G0012592V,21807,False
U0001492R,S0057600R,84678,False
J0009761W,C0052631V,6604,False
P0027374N,C0034443Y,46586,False
B0021454H,Q0015555X,23601,False
N0028257J,N0076529E,8323,False
F0094232A,J0090425Q,53251,False
F0079368G,B0066220N,38012,False
V0041161C,E0059485X,88320,False
U0002322L,R0018559Q,26182,False
J0016276X,J0043778D,59573,False
C0009798H,A0090322V,13236,False
H0009388S,Q0040465X,7931,False
B0038210L,W0075436Y,7412,False
G0010722N,Q0010507E,1511,False
A0045941Q,W0054404H,174607,False
J0076017W,S0022641N,72695,False
D0024795N,R0048927E,8642,False
C0096535V,W0052611V,24965,False
U0005012M,S0073096K,244206,False
R0075514L,H0023163N,8098,False
F0011069N,A0055205J,17602,False
V0039729R,H0009712L,50348,False
R0034770B,H0041247Y,6105,False
R0036608K,D0053215T,6933,False
E0092554E,N0041339H,11375,False
W0048730L,U0021909T,2640,False
J0060654W,H0076108N,26069,False
G0047268J,A0014188W,61324,False
W0015675L,S0057926W,6473,False
Q0010593J,F0046687E,6060,False
C0060570S,P0000245Q,34259,False
B0018482N,W0035467N,35942,False
Q0046326D,E0040079N,25688,False
G0066646Y,Q0089390C,43788,False
G0092241G,E0013705K,11059,False
U0040377F,N0026217L,5500,False
D0000195M,N0004653V,5790,False
V0059331B,U0038812B,228978,False
C0059849F,W0070571B,17642,False
U0057556V,S0062438M,14436,False
J0007350M,D0010521W,5168,False
H0071255Q,E0005724L,23673,False
P0095160F,Q0051677S,5095,False
B0063804W,J0057354Z,4968,False
H0000097C,J0024304G,9228,False
C0076942H,C0045789J,17770,False
C0076971A,C0078704F,43391,False
N0077838R,V0035259B,41575,False
W0069915M,A0049347A,9698,False
G0034333E,C0067482H,30100,False
J0081440T,Q0078910M,7121,False
V0090935R,N0043249D,50484,False
G0001621E,U0032310M,15359,False
H0080315V,S0006290J,23327,False
Q0034073N,N0094356K,12473,False
F0029688P,H0081345X,9922,False
N0092826E,F0084404C,6960,False
S0072756F,B0053158P,10730,False
Q0077814D,D0025818E,20141,False
S0000121F,A0079620W,2229,False
Q0034073N,V0037867E,28743,False
P0051694E,V0001908J,15204,False
H0083327X,F0010706A,201918,False
F0075007K,C0039769Y,46878,False
D0078969B,N0070678V,5013,False
B0009040C,Q0065794F,39684,False
D0037734F,Q0068556X,26631,False
F0087929F,J0095775K,14685,False
D0031397A,V0062056M,26833,False
B0083826K,S0066214C,3423,False
V0053424P,D0052826G,9478,False
B0049604K,Q0048833N,20391,False
J0076988K,H0001907B,4616,False
V0061672V,V0017546V,22775,False
U0047424G,N0012115K,42599,False
A0075469X,D0097839T,5150,False
P0076847P,B0009228F,53689,False
R0034184S,B0021432Z,13914,False
F0072995D,N0084546E,64554,False
N0065578X,J0095202C,12822,False
A0023099L,F0007588X,30829,False
J0012528P,S0070058N,16510,False
V0047519S,U0041505F,28474,False
C0013327Q,N0077193W,30951,False
V0056617F,D0076050M,6274,False
J0086156Z,B0049630B,55192,False
S0077890C,Q0026808J,179416,False
Q0041209L,R0012002E,28112,False
G0020574F,W0079755G,7382,False
J0069800B,Q0046247B,48625,False
G0049287W,J0027572E,9139,False
P0097483K,U0062572X,16964,False
F0073496V,N0079800J,34019,False
C0060616B,J0091639A,107388,False
G0023002X,V0018215Y,56088,False
C0039515V,A0033127Z,34695,False
F0078923X,P0080635P,49338,False
J0002373N,D0010686G,5231,False
W0003472N,J0060390X,15750,False
U0003664C,P0042113R,18200,False
D0052766Q,S0026593R,53619,False
G0025608R,Q0002447W,14645,False
C0087853X,V0033767S,19600,False
Q0098945X,U0049441K,16750,False
S0064929L,Q0053319L,49255,False
V0003000H,H0078758W,99293,False
A0078552N,D0042729P,11810,False
Q0073498L,B0076179P,66949,False
G0086260K,D0050228P,15386,False
E0047489M,S0045703P,53770,False
W0001017Q,A0044518R,4380,False
E0090189T,S0030753E,25175,False
C0089722S,C0034836W,12326,False
N0037066P,D0077797Z,26145,False
S0052696C,N0016170R,21779,False
R0015703V,F0049086J,67630,False
W0021476X,H0097995C,7271,False
F0097041D,Q0034264R,379702,False
S0028583W,N0073771R,14883,False
N0028390H,R0034791M,9703,False
Q0054299M,U0016668G,55203,False
P0099978K,R0007560K,83842,False
B0093975H,W0043276T,5355,False
A0038314G,V0086529W,22173,False
D0017049E,E0029352R,6623,False
R0083506M,W0018052Q,5439,False
A0078633Z,W0059885E,17428,False
F0031445A,R0044727W,65303,False
G0003048A,C0082005C,28697,False
J0002729T,C0089901X,15344,False
U0016853A,R0086752D,53469,False
J0014621N,F0072037Y,101751,False
D0063533A,N0046857E,38663,False
D0044191Z,P0013243R,17053,False
G0038007G,G0038078J,45374,False
C0088531Y,B0078508X,13715,False
G0057759V,E0075962X,33109,False
E0002994G,S0065660G,35206,False
B0034524X,F0036890J,7508,False
H0090501M,U0079661Z,34401,False
W0035525E,D0046266Z,24765,False
G0081296J,W0049315P,75129,False
C0085436J,Q0039545N,7084,False
H0099657J,H0049608S,16240,False
D0054566X,W0021523P,3248,False
P0059647R,H0016336T,14103,False
V0064125C,N0097336A,18895,False
V0073846K,N0094249L,30695,False
U0029685H,J0076810B,6798,False
E0076129M,J0039816G,2816,False
C0081372W,R0062792W,1151,False
D0046757D,J0016276X,19785,False
Q0055800Y,A0006067X,24785,False
E0084519N,D0020805E,37264,False
C0087700L,J0059888A,6515,False
G0060097S,E0040128Y,11003,False
Q0099760Y,G0000334C,13936,False
F0009553Q,V0044251L,9162,False
F0024556V,B0035457R,11705,False
A0005165E,B0098799E,12271,False
H0053618M,Q0034774Z,13086,False
R0052720L,S0045042J,5664,False
P0089281J,V0094258A,8367,False
J0076127N,F0021358L,59228,False
C0050945V,A0085850C,15957,False
H0098647W,H0031792J,223996,False
E0058177B,W0054191V,120875,False
E0096701E,C0064671D,34371,False
E0089730J,H0092913W,19938,False
F0045248R,A0042833W,8433,False
B0044122G,C0034917A,21422,False
C0085747F,Q0006077M,4973,False
U0036642F,B0023263H,40959,False
H0053012C,D0057447G,62410,False
C0050610L,J0054910E,92372,False
W0075249P,G0067323K,16701,False
W0017881P,D0062795Q,10754,False
B0075137L,R0061920W,61897,False
V0047692D,R0055781S,8207,False
V0059656H,J0022041T,16306,False
G0079814Y,G0010788V,11525,False
S0053925N,Q0032647Z,33964,False
G0016821Z,H0008215V,12404,False
V0035786X,W0022741X,9553,False
C0004914M,F0013539G,32733,False
Q0034920P,J0028235W,14324,False
A0075530S,C0048620L,6917,False
D0074489Q,Q0013695H,13043,False
N0031665L,V0005887D,68771,False
V0090040J,N0000942Z,29718,False
P0026699A,F0046481J,64344,False
F0008546N,N0003175N,25541,False
H0097928B,B0039028R,14729,False
P0057845D,G0076483L,3488,False
V0088329M,H0002564D,9110,False
P0063127E,P0081930P,6409,False
Q0064349K,R0053751D,23539,False
G0035386N,C0037779X,33711,False
E0072866Q,R0098570G,4804,False
S0075907P,V0083794P,25307,False
E0038058A,W0072518Z,22860,False
Q0017817N,U0008657C,24406,False
C0086659X,H0040277E,30102,False
B0095200G,G0027880V,4759,False
B0072997P,E0085024N,25883,False
V0030944Q,G0044026H,9737,False
S0054968L,V0093422S,15951,False
V0003218Z,Q0051257T,195710,False
W0043460E,U0037504C,62564,False
E0040652S,U0077180W,165197,False
V0014763D,R0098149A,9435,False
A0044864M,N0079911F,6269,False
F0078732E,R0054376P,3584,False
P0075518M,H0016651W,41086,False
R0004851V,J0081750Q,39541,False
B0004454B,R0027124L,4685,False
F0094670Y,S0084234J,114821,False
D0016259F,J0076692B,63761,False
D0036238J,Q0083861T,7530,False
B0074255R,W0010741A,28608,False
P0022473H,F0020885Y,3462,False
N0060378E,H0093196S,23845,False
V0027347K,V0054742C,58569,False
W0053349T,E0066203N,22687,False
P0020932R,S0097627P,20150,False
N0071986C,D0099748Q,39269,False
J0013566T,R0063370D,6013,False
A0062728B,C0002381S,2906,False
A0054141K,Q0024960X,84167,False
P0076862Z,A0032780Q,5103,False
U0061251L,E0099658B,6815,False
U0030010Q,P0069436A,4314,False
C0025035N,G0088927P,45098,False
E0050706C,R0054591C,91334,False
H0021192N,F0057402X,5813,False
A0080379A,D0087611R,18760,False
W0055333E,A0090862K,2509,False
S0098654W,Q0088242M,19781,False
N0034735H,E0089834V,18176,False
B0073642D,D0063246B,25441,False
G0071533L,S0027229K,11074,False
W0063257Y,V0023466R,67212,False
E0001284A,J0015597N,32536,False
P0068178S,E0004959K,70745,False
F0037359B,Q0021258N,8132,False
A0077562J,W0045136S,48280,False
Q0093025B,E0007811J,5479,False
Q0024772M,G0057002B,37225,False
Q0004954Y,V0081146S,124060,False
A0050979K,C0016198S,17833,False
C0027885Y,P0027777M,20768,False
F0058058R,D0025872M,13481,False
F0036431K,S0063388D,165741,False
E0022927G,H0070304P,354847,False
E0062274P,D0029260N,37073,False
V0080182J,R0040283D,141667,False
N0010953H,G0009879D,20771,False
C0008508B,R0098632A,24813,False
U0028246E,W0015179X,27294,False
P0089027B,F0031170Z,77581,False
W0010675Y,D0029381K,31843,False
S0075987Q,D0039289B,70576,False
H0028687G,E0078333B,33832,False
W0042853F,R0025350G,22411,False
W0038779M,F0055093E,5702,False
H0019523K,U0066397G,50968,False
D0043167E,C0011829Y,24149,False
S0018423W,W0036437R,110476,False
N0019147G,G0097216B,26239,False
J0076044D,N0015622N,32798,False
C0055471D,Q0065917S,14800,False
E0096461N,G0063596C,18859,False
N0097249V,R0013977C,23215,False
Q0020214Q,F0098031S,13881,False
D0003044G,E0006059X,8648,False
R0070028F,W0031326P,9142,False
N0046329C,W0055311A,51628,False
N0076394M,P0010975F,19894,False
W0056718Q,E0029606S,14041,False
C0018771Y,D0055798G,30935,False
A0079493S,C0013989K,15106,False
H0022055M,W0088337E,12368,False
H0075224M,B0041603J,55919,False
D0038401A,J0005437V,45902,False
P0050703R,Q0064344Z,23590,False
A0090981V,A0017833R,20719,False
D0043995J,C0060262D,117116,False
E0062861W,G0044423J,42132,False
E0096262B,R0006443E,24264,False
B0072234Y,J0013265D,23545,False
G0008486N,H0080493D,41317,False
B0018739T,C0076222H,62312,False
H0054713M,Q0018004C,100262,False
P0060792Z,U0096570A,56545,False
G0059834A,P0078838G,9018,False
H0045048C,W0094950A,8980,False
U0073968K,J0090136W,25294,False
R0052071W,C0061352L,14229,False
N0076372W,C0014967R,37993,False
E0070047S,A0093303E,19568,False
G0094146S,C0077783N,34814,False
S0046588Y,G0032418K,39028,False
Q0066580W,F0092832L,35305,False
F0036365D,F0014330R,34321,False
R0044921B,U0060769M,35064,False
B0083360F,A0042256L,17633,False
S0057931E,C0078626R,11063,False
V0000110P,S0000201Y,17056,False
F0010410K,S0073310S,3701,False
Q0094324E,P0002581J,77928,False
E0007489W,D0093898A,14292,False
H0071226W,F0002577B,2329,False
D0066438L,Q0018508V,2057,False
Q0079790B,W0028630P,119797,False
Q0085254Z,G0088525R,15324,False
V0094504V,N0042281T,14005,False
W0038191C,F0070197R,5937,False
U0090339K,A0060481G,3958,False
R0092632K,Q0070971B,4203,False
N0002922Q,G0069724B,10564,False
W0068975J,G0070979Q,12550,False
W0056447B,P0029420N,32476,False
D0042923B,Q0004579R,16666,False
C0004570E,B0017365N,7931,False
E0017102D,S0017444X,7324,False
J0025446W,R0046960Q,75584,False
G0087543S,P0047603Z,23433,False
W0074683B,W0099960S,2657,False
P0043387N,A0019202W,19489,False
Q0066872X,Q0016263G,27330,False
R0024762R,W0036808E,8044,False
E0027125Y,H0040125H,17630,False
G0016001F,Q0065615M,82928,False
S0041282G,S0007098B,195328,False
S0014175X,G0005798A,9061,False
U0000246Q,A0035335K,54086,False
N0027742C,H0016003B,2989,False
S0030529G,A0008571D,39705,False
G0059496B,U0042925T,27828,False
B0016682J,B0015723D,90581,False
R0093982H,D0098745V,38006,False
U0026849N,R0073187Z,6720,False
G0070786F,G0031926S,70617,False
P0069142X,J0086103L,5284,False
Q0096197B,A0084040Q,32711,False
J0005830M,R0057509L,19030,False
H0053560D,V0067853B,79517,False
R0040750P,B0075621Z,2572,False
Q0012546P,P0031940J,34737,False
H0027727D,U0099954A,5891,False
P0069147Z,P0008605F,24301,False
U0095261S,N0098342A,27859,False
A0017623G,Q0052577W,17788,False
N0046175B,U0061595V,37277,False
S0085599R,A0065486A,29500,False
G0050711B,Q0028549W,68223,False
S0026883Q,C0063600L,114889,False
J0060475Y,A0012864B,29296,False
D0063025Y,C0055510B,58440,False
V0009402W,J0024177E,19835,False
R0022010F,G0041866Y,23801,False
R0089142L,F0029436R,17008,False
P0065958Z,Q0010625Z,23800,False
A0027019D,G0082258M,23652,False
G0075631G,H0032984M,22484,False
S0066731L,V0030061D,4959,False
F0057914X,V0027575F,43060,False
E0038391Y,J0088096V,17995,False
J0039248C,U0031457S,4481,False
Q0070673Z,U0055129W,54649,False
F0068856M,C0037830D,22871,False
N0046562X,A0035818R,2778,False
C0047263L,D0037097V,12530,False
B0068320V,N0073453E,16080,False
A0098690W,P0007502S,14437,False
U0079827M,E0025650C,14658,False
N0040947F,E0008858K,180242,False
P0019130D,B0020193G,63400,False
G0045874Y,G0075975W,2936,False
Q0058734F,V0021121T,58638,False
P0025184R,F0097449W,10206,False
Q0036686G,P0092902P,41589,False
U0078309N,P0043422X,6237,False
S0069650W,P0044698X,34582,False
P0046047J,D0037044S,28880,False
C0017715C,V0041622E,30963,False
E0010839P,Q0006833Q,22895,False
V0045002D,D0097441F,20370,False
F0024618R,J0025758A,26837,False
W0036713F,J0005622K,57891,False
F0039109R,E0066155Q,21668,False
F0071342V,C0074319W,29577,False
V0086950L,C0037465E,19518,False
A0032989K,G0054648Q,11077,False
D0050820X,R0095356D,18635,False
C0003101L,U0018099J,20576,False
N0099031Z,W0043013X,20651,False
N0020457N,B0000205R,31460,False
V0084741H,D0008746L,23065,False
R0095657C,R0049795N,81836,False
V0099424V,P0076330H,10095,False
R0019446Q,W0070608H,29403,False
W0062727X,P0064255E,19817,False
P0008648X,U0009159F,33396,False
G0065503P,A0092796V,15643,False
D0016942H,A0036137J,66858,False
V0005394T,W0093105C,18561,False
N0030250V,U0069773T,3259,False
B0064896A,A0011834G,13495,False
V0063014G,F0065925J,1278,False
J0034660Q,P0040602X,15583,False
G0088175H,J0002874B,9739,False
N0047498J,A0079592W,20297,False
N0002913Z,D0015705J,8969,False
W0028396C,E0024155V,73945,False
D0085465D,H0071888B,28488,False
F0001737V,V0053882A,10476,False
R0066250G,J0012635V,21842,False
F0059504G,Q0052179Q,37752,False
N0004798V,V0064288W,51923,False
F0002099D,Q0069260B,8105,False
N0019350S,U0024282B,8585,False
B0002046N,U0098417W,7385,False
E0013902A,R0099229N,28254,False
A0059161R,E0032246L,2139,False
Q0046260R,P0062178W,16450,False
W0061259J,R0049276K,38748,False
D0045620B,Q0021423D,9756,False
N0022466F,R0065021F,18639,False
D0089221S,S0026526V,13199,False
Q0025180B,V0026609T,252519,False
W0085643L,S0050737E,5385,False
W0025894M,G0032467F,56609,False
J0013635L,U0036506Z,37183,False
Q0099046F,D0081339Y,3389,False
U0044258Z,D0087124E,25507,False
N0002081J,U0091615N,15442,False
R0095718N,B0017434E,3358,False
P0022144Z,W0035481D,227521,False
J0065430X,H0001087J,44037,False
V0012923J,J0095775K,6477,False
C0055213T,N0016279L,26959,False
R0064560L,P0092926Q,115193,False
R0072983Z,Q0036132F,37981,False
F0059214G,F0028028S,90626,False
N0048391E,J0087243J,5932,False
H0093411C,V0098445W,2241,False
U0018698J,H0096370J,32482,False
W0042591M,S0044724T,18555,False
N0095634D,C0075980M,8998,False
U0093831Z,Q0012924Z,283385,False
C0004021H,F0085089Z,47891,False
S0013713G,A0071541H,38956,False
P0042471M,U0085207K,1575,False
N0064945G,J0038274W,18042,False
B0099129D,P0066341R,11631,False
W0047980M,V0039337D,35234,False
Q0081626M,R0023030P,56237,False
A0093056T,D0045038N,152539,False
N0059233J,C0035914L,105711,False
E0058983A,R0016495C,11931,False
B0022664D,A0018498N,20279,False
H0035606Q,J0095143W,16525,False
C0053860R,G0070979Q,21209,False
A0056333Z,R0036191S,53262,False
F0098881X,D0022431X,11609,False
F0017042D,Q0080615C,12745,False
A0091184D,S0029308N,23423,False
D0023608L,A0025279W,60227,False
C0048343C,P0031789G,16594,False
U0091373T,P0019405T,113201,False
Q0046150Z,H0016176R,25500,False
U0007796Q,Q0052800T,22949,False
R0040509C,N0023927Q,3356,False
R0056664L,F0025676L,55881,False
S0000196W,H0094671S,82125,False
H0085583Y,E0089591D,73084,False
F0077994E,N0042058H,76699,False
W0023699Y,P0046805Z,23455,False
H0073624H,N0029981F,33221,False
C0060927B,C0003599G,161859,False
J0094576H,G0000224J,23204,False
C0026759P,V0036254V,24287,False
G0095618P,V0068763X,11435,False
U0022185V,V0019257D,23017,False
P0030755A,E0060687J,32764,False
J0013129A,D0006585M,19190,False
A0073396S,C0090645Z,33764,False
V0029017J,D0081225X,32609,False
A0038168X,F0013468H,12064,False
G0070364V,P0099621S,14153,False
H0062918F,C0064862F,333839,False
R0095396N,G0054899F,20985,False
R0053456M,D0066062F,35945,False
R0033764F,D0095805W,5869,False
J0045478E,N0081827M,24802,False
W0093781J,E0069739H,24926,False
F0085467E,W0094979K,13573,False
N0006509Y,R0045369Y,21695,False
G0070713C,P0053904M,34693,False
W0072618F,V0041050X,54892,False
P0077038F,Q0034913E,17474,False
Q0059255B,Q0034816K,13039,False
S0035327Z,E0026524N,11555,False
S0034191Z,R0054686E,7393,False
B0089935D,R0006957R,6879,False
A0043319Q,V0053365M,26980,False
S0063289X,G0036241N,25632,False
F0096124V,R0018046H,12147,False
D0014554D,H0056713V,6592,False
J0094523S,S0088718T,5080,False
S0030377C,J0069100D,33544,False
D0063784L,G0079028R,27586,False
J0062986Q,D0021279C,10527,False
H0059272P,H0065439D,6334,False
A0013269K,V0085401D,60213,False
U0076165M,J0022192F,66677,False
E0063385W,P0001910K,28437,False
B0085570X,F0043442N,7688,False
U0082661R,D0008363Z,18650,False
G0078462M,H0073365R,40565,False
W0080410V,B0017862W,21746,False
D0096902L,J0067201E,22921,False
S0012263K,H0072706J,62081,False
B0090723M,W0098158G,21588,False
J0076446L,H0093196S,28951,False
B0086311J,C0025630D,4277,False
F0010869S,P0069759F,14905,False
H0054331P,U0098886X,23981,False
S0094854R,V0093773D,22325,False
Q0071462G,D0084345K,6285,False
G0058802J,N0039676C,7246,False
P0016228L,J0058323L,60924,False
S0099649F,W0088624W,11528,False
S0042257S,U0061180Z,65334,False
P0039977P,F0004828G,28286,False
G0094410G,N0046329C,11337,False
F0000089J,A0085501E,23562,False
C0038283A,D0014815X,37118,False
F0057768V,D0006559H,27123,False
J0032817K,E0030920L,13305,False
B0029557Y,V0084962B,16967,False
B0015723D,P0048549F,69917,False
C0010154A,R0096183Q,22012,False
B0085190E,N0026735E,111694,False
W0088892V,Q0091385R,19466,False
R0036435T,D0047438K,14356,False
Q0029807W,P0021526N,25148,False
U0040325P,S0042493A,19005,False
C0041430A,E0075286M,9417,False
G0065961W,F0043560L,61070,False
C0096355Z,R0074633B,11682,False
R0059443X,S0052060A,6580,False
U0012767N,U0041313N,5411,False
U0041897C,E0055348W,16033,False
A0048254A,F0075168X,39576,False
H0055553M,R0029613J,38786,False
B0095937Q,W0051523R,58397,False
N0004120V,R0076662X,26501,False
C0092635E,H0011179P,28301,False
F0002189S,W0089284M,849,False
E0034956N,A0098023P,15880,False
Q0058332W,R0057294V,4316,False
W0046378R,U0073677G,16365,False
F0045943P,D0024257L,18779,False
E0055836H,A0044760T,12850,False
H0061728Y,S0027470Q,6100,False
P0016965Q,B0005559C,11995,False
D0016327B,D0097050N,267587,False
N0029843T,E0040652S,6765,False
S0086368S,S0076890S,9422,False
C0038988V,P0075151C,159750,False
V0027532A,J0096674C,17738,False
B0018832S,D0015677H,100462,False
S0081836P,R0034894C,18926,False
E0068981A,R0081892Z,12156,False
S0018431X,P0035981C,32077,False
H0037388G,N0049942F,10932,False
C0004825P,R0033831B,16372,False
E0089299F,P0002977Z,21962,False
Q0031232W,D0005373J,17836,False
Q0073112A,D0095064L,28291,False
W0078083N,S0002058Y,13058,False
C0004853D,U0014042T,5157,False
G0013147D,A0073900B,25792,False
G0026021R,P0079828R,119734,False
D0086692H,A0052199W,13661,False
U0091048C,W0048115F,1260,False
A0032235P,F0052688P,46983,False
F0064140X,R0012498E,12957,False
H0057670M,H0030874H,20972,False
U0070911X,R0087572L,54700,False
S0021450L,P0087438B,62753,False
D0041526S,B0056850F,11548,False
J0079808B,G0019611F,126521,False
F0068422X,E0029345E,21734,False
R0007067B,N0035496E,17793,False
G0041245W,F0091243X,31260,False
H0082746K,Q0067633V,22947,False
F0051910H,P0031487R,50631,False
A0003005H,U0003087S,13087,False
W0075461A,S0026107G,75352,False
B0052145D,A0056623Q,44235,False
B0081922C,Q0008028T,59575,False
H0070141D,E0078996K,39032,False
D0057204A,U0011172E,19815,False
J0013781G,B0007570N,11688,False
H0034663K,C0078153M,100122,False
R0052731S,U0097964L,12210,False
D0049874E,J0049358F,15695,False
S0061867C,D0035393C,337248,False
R0037611B,N0043933G,51952,False
P0087070W,R0081322W,100795,False
U0097720X,D0066526G,11876,False
Q0078600E,D0005823T,79297,False
U0090688A,D0072626E,68382,False
N0039085L,U0010662Q,8914,False
F0081902V,C0052840Z,22194,False
J0034134Y,W0035599Q,18383,False
U0086110F,G0028453K,7170,False
S0011511P,J0005266Z,15879,False
H0023874S,D0095714L,15941,False
S0043819T,C0018767T,40215,False
U0071233E,P0049156S,2121,False
B0091074A,R0039801E,54916,False
N0020760F,S0044018A,18761,False
P0023298P,B0049065P,40350,False
U0029027E,U0049131H,52592,False
F0045037S,S0009314W,13899,False
D0032438P,V0077181Q,192573,False
N0028880S,W0091755Y,49863,False
P0010762H,V0036067Y,8902,False
H0086664E,U0083805A,29578,False
A0034671D,B0008399H,69847,False
E0014472Y,Q0099133E,91358,False
H0039732T,Q0041165K,4935,False
F0058531H,Q0066227M,11804,False
C0091236E,B0028865N,66064,False
F0055470D,J0020735Z,16528,False
J0055223R,E0013821Z,15676,False
C0028365M,C0087451M,47882,False
F0088818X,E0065371H,164153,False
U0031007Q,A0029529P,18010,False
J0032291S,A0057355B,5062,False
Q0092196T,B0007095S,130300,False
Q0000020M,A0011869K,20812,False
E0050292M,V0084180Q,28155,False
D0055188Y,W0082614S,143147,False
A0039393V,C0069012X,37330,False
G0059131M,W0004195P,6962,False
C0069006N,S0073874D,23962,False
H0075433F,U0027265E,34284,False
S0089396T,C0003071E,77580,False
H0094902T,C0093866Z,31432,False
F0010484T,F0011340K,71816,False
N0057830D,D0058577X,11394,False
H0050472Z,A0017000R,3788,False
N0008513W,F0062619S,51565,False
S0086075G,F0036370R,2780,False
B0080270R,F0024937V,86808,False
Q0055883M,U0014539C,32982,False
R0034086E,Q0089839A,7186,False
J0050673Q,Q0092089W,37233,False
S0045884Q,S0087525C,44145,False
Q0047724S,G0021447S,31019,False
D0052241K,G0069216R,23132,False
E0051860W,R0063109V,6639,False
V0051085L,S0050659Y,14661,False
B0034709K,N0036548C,2583,False
W0011420W,D0050104E,24859,False
U0070684P,R0028902B,176079,False
R0098446L,R0080271H,107627,False
G0054834K,J0092683H,33190,False
F0083527J,E0012636X,64689,False
S0012803V,B0007906Z,7121,False
F0020770V,F0090829E,60898,False
N0049887E,J0032759N,12233,False
P0066036P,D0030998N,11484,False
E0066393W,W0071023P,38711,False
J0026728M,A0068782V,31611,False
A0064893R,D0090328P,18363,False
D0056863N,A0090198K,45270,False
A0047525K,P0097314T,37680,False
R0094608R,W0069702J,16196,False
V0033433B,D0038504P,91812,False
H0067132X,P0010417D,40281,False
U0058059F,V0023191B,24682,False
V0033173S,N0077803F,13318,False
P0063337Q,J0087520Y,1426,False
P0015625C,Q0096115Q,8030,False
Q0095926V,S0024322S,33653,False
N0010273H,G0035706L,8829,False
E0054205X,V0017140T,108477,False
P0032004T,A0029393M,1522,False
