id,nif,nombre,tipo,sector_cnae
2502,S48827999,Instalaciones del Sur S.Com.,SANA,Transporte
2503,E34622346,Montes y Vidal S.L.L.,SANA,Construccion
2504,E11044716,Barceló y Jerez S.A.U,SANA,Comercio
2505,U60918794,Quintanilla y Piña S.A.,SANA,Comercio
2506,U33719260,Hotel Recio & Asociados S.L.N.E,SANA,Comercio
2507,D41173885,Mosquera y asociados S.A.,SANA,Comercio
2508,V55783977,Distribuciones del Norte S.L.N.E,SANA,Construccion
2509,W80490297,Paniagua y Font S.L.N.E,SANA,Transporte
2510,N53325492,Distribuciones Barrio & Asociados S.Com.,SANA,Transporte
2511,P33946564,Industrias Hernandez & Asociados S.L.L.,SANA,Tecnologia
2512,B38277083,Suministros TG S.A.,FRAUDE_MAQUILLAJE,Transporte
2513,W47346918,Familia Román S.Com.,SANA,Comercio
2514,D56619939,Morera y asociados S.L.,SANA,Comercio
2515,F25911656,Cepeda y Alberola S.C.P,SANA,Comercio
2516,J75315141,Instalaciones Villegas S.Coop.,SANA,Transporte
2517,H32725849,Inmobiliaria Sabater y asociados S.L.L.,SANA,Comercio
2518,J91358784,Ferrando y Artigas S.A.,SANA,Construccion
2519,H99447205,Minería TKWO S.L.N.E,SANA,Comercio
2520,E22881682,Martínez y asociados S.Com.,SANA,Tecnologia
2521,W32662988,Canales & Asociados S.L.N.E,SANA,Construccion
2522,B82454722,Manufacturas Ramirez y asociados S.A.T.,SANA,Tecnologia
2523,A75547360,Trujillo y asociados S.C.P,SANA,Construccion
2524,Q37265115,Leyre Amo Bauzà S.A.,SANA,Comercio
2525,S69703357,Amaya Anaya Briones S.A.,SANA,Tecnologia
2526,U49586388,Hnos Fábregas S.A.,SANA,Construccion
2527,D69647037,Octavia Mendoza Quintana S.A.,SANA,Transporte
2528,V45306850,Distribuciones Pol y asociados S.Com.,FRAUDE_CARRUSEL,Construccion
2529,E47373355,Ibarra & Asociados S.A.,FRAUDE_MAQUILLAJE,Construccion
2530,Q20612203,Distribuciones Aranda y asociados S.L.N.E,SANA,Tecnologia
2531,C53904728,Catalá y Mendoza S.L.,SANA,Tecnologia
2532,W55008192,Suministros Batalla & Asociados S.Com.,SANA,Comercio
2533,U94640912,Coronado & Asociados S.L.,SANA,Construccion
2534,P15148168,Soluciones Goicoechea y asociados S.L.,SANA,Transporte
2535,D79967272,Industrias Cobo & Asociados S.Coop.,FRAUDE_CARRUSEL,Comercio
2536,G84916347,Fiol & Asociados S.L.N.E,FRAUDE_CARRUSEL,Construccion
2537,A43005982,Andrés Felipe Ariño Agustín S.A.,SANA,Tecnologia
2538,R39556025,Lorena Gibert Ruano S.C.P,SANA,Tecnologia
2539,J73097822,Desarrollo VWY S.L.,SANA,Tecnologia
2540,V35112788,Alvarado y asociados S.A.,SANA,Transporte
2541,N27688813,Vall y Orozco S.Coop.,FRAUDE_MAQUILLAJE,Tecnologia
2542,C79297448,Instalaciones Internacionales S.Com.,SANA,Tecnologia
2543,A68293280,Minería Españolas S.C.P,SANA,Construccion
2544,V84858214,Ricarda Contreras Niño S.A.,SANA,Tecnologia
2545,F15209356,Hnos Vilanova S.A.,SANA,Transporte
2546,J92326231,Taboada y asociados S.Coop.,SANA,Transporte
2547,H95592608,Adadia y asociados S.Com.,SANA,Comercio
2548,V81197288,Familia Quiroga S.L.N.E,SANA,Tecnologia
2549,N41124196,Familia Guardia S.Com.,SANA,Comercio
2550,V75796479,Talleres Campos S.A.T.,SANA,Transporte
2551,Q82935700,Infraestructuras Inteligentes S.C.P,SANA,Transporte
2552,N22956471,Grupo Rodriguez S.A.T.,SANA,Tecnologia
2553,D48556908,Instalaciones Españolas S.A.,SANA,Transporte
2554,U53674052,Pascual Giménez Mateos S.A.,SANA,Tecnologia
2555,S25544987,Angelina Echeverría Barbero S.A.,SANA,Tecnologia
2556,U52802832,Marquez y Pereira S.L.,SANA,Construccion
2557,Q63430642,Garay y Gascón S.A.,SANA,Tecnologia
2558,V75655873,Distribuciones Vara S.L.N.E,SANA,Transporte
2559,H13887287,Supermercados DK S.L.N.E,SANA,Comercio
2560,J78113806,Inmobiliaria Almeida S.A.,SANA,Tecnologia
2561,S18160875,Escribano y Porcel S.A.D,SANA,Comercio
2562,J52630014,Banca Privada Palomino & Asociados S.Coop.,SANA,Transporte
2563,R69317732,Cobo y Gallego S.L.N.E,SANA,Transporte
2564,R44990478,Alimentación Priego S.L.,SANA,Construccion
2565,J75163430,Banca Privada Solís S.C.P,SANA,Tecnologia
2566,P95398202,Ruiz y Álamo S.A.,SANA,Construccion
2567,N70080733,Distribuciones Globales S.L.,SANA,Transporte
2568,H86840413,Angélica Arcos Navarrete S.L.,SANA,Tecnologia
2569,G93924534,Infraestructuras Integrales S.L.L.,SANA,Construccion
2570,P27342988,Ana Belén Rios Noriega S.L.L.,SANA,Construccion
2571,A60893769,Construcción Iberia S.Com.,SANA,Construccion
2572,P57338677,Desarrollo Ibérica S.L.N.E,FRAUDE_CARRUSEL,Construccion
2573,B79611890,Juan Baños Cobo S.L.,SANA,Tecnologia
2574,Q81869924,Asenjo & Asociados S.L.N.E,FRAUDE_CARRUSEL,Tecnologia
2575,F81900277,Despacho Española S.Coop.,SANA,Transporte
2576,H48948304,Inmobiliaria Costa & Asociados S.Com.,SANA,Tecnologia
2577,Q54493460,Salazar y Mariño S.Com.,SANA,Transporte
2578,G84215849,Peral & Asociados S.A.,SANA,Tecnologia
2579,A14841900,Manufacturas del Norte S.C.P,SANA,Construccion
2580,W23760099,Torrents y Merino S.L.N.E,SANA,Transporte
2581,V15675419,Banco Integrales S.Com.,SANA,Tecnologia
2582,N50462140,Comercializadora Alonso S.L.L.,SANA,Construccion
2583,H94765944,Pol y Mesa S.L.,SANA,Tecnologia
2584,B46568726,Olivia Bueno Lucas S.L.L.,SANA,Construccion
2585,R97949650,Distribuciones del Sur S.A.T.,SANA,Transporte
2586,E46238606,Fábrica Espinosa & Asociados S.Coop.,SANA,Construccion
2587,C19917380,Infraestructuras GHF S.Coop.,SANA,Transporte
2588,A11978608,Grupo Ballester S.C.P,SANA,Tecnologia
2589,D88946302,Comercializadora Ibérica S.A.,FRAUDE_MAQUILLAJE,Transporte
2590,G91294547,Infraestructuras Inteligentes S.L.,SANA,Comercio
2591,P67063030,Quero y Calvo S.L.L.,SANA,Construccion
2592,N46782333,Restauración TUXI S.Com.,SANA,Transporte
2593,G23378718,África Llopis Noguera S.L.,SANA,Comercio
2594,V60543809,Hotel Castejón & Asociados S.A.U,SANA,Comercio
2595,S22490623,Industrias Inteligentes S.Com.,SANA,Tecnologia
2596,S85295643,Promociones Jordá y asociados S.C.P,SANA,Comercio
2597,V48174606,Marcial Escribano González S.Com.,SANA,Tecnologia
2598,R12310226,Industrias RX S.Coop.,FRAUDE_CARRUSEL,Transporte
2599,R60028002,Suministros Españolas S.L.N.E,SANA,Construccion
2600,U40072939,Mariscal y Martorell S.A.,SANA,Construccion
2601,R41154021,Cruz y asociados S.L.,SANA,Transporte
2602,Q73995860,Familia Conde S.L.,SANA,Construccion
2603,N54618734,Minería Moliner & Asociados S.L.N.E,SANA,Tecnologia
2604,C22802899,Industrias Tomas y asociados S.A.,FRAUDE_CARRUSEL,Tecnologia
2605,G75741381,Grupo España S.L.,SANA,Tecnologia
2606,C28969067,Construcción Baeza y asociados S.Coop.,SANA,Transporte
2607,V80250319,Avilés y Acosta S.A.,SANA,Tecnologia
2608,B76225408,Consultoría JR S.A.,SANA,Comercio
2609,S51802776,Ruano & Asociados S.Com.,SANA,Comercio
2610,E14900250,Soluciones Polo S.C.P,SANA,Comercio
2611,S10747830,Tecnologías HL S.Coop.,SANA,Comercio
2612,G85485324,Banco Ródenas & Asociados S.Coop.,FRAUDE_CARRUSEL,Transporte
2613,V52012319,Transportes NROQ S.Coop.,SANA,Tecnologia
2614,P71924305,Puente y asociados S.A.,SANA,Transporte
2615,W84464967,Albino Blázquez Mate S.L.,SANA,Construccion
2616,D67136758,Carbó y Artigas S.Com.,SANA,Construccion
2617,R27083565,Fábrica del Noroeste S.Coop.,SANA,Construccion
2618,F79785033,Fernandez y Estévez S.C.P,SANA,Construccion
2619,F36490232,Desarrollo ALPD S.C.P,SANA,Transporte
2620,D15242805,Servicios RSD S.Com.,SANA,Transporte
2621,V32913930,Restauración Vives S.A.,SANA,Transporte
2622,E83428512,Codina y Aguirre S.A.U,SANA,Transporte
2623,R11242658,Restauración LQOZ S.L.,FRAUDE_CARRUSEL,Comercio
2624,D68449055,Desarrollo Carreras y asociados S.Com.,SANA,Comercio
2625,J80126092,Hermanos Corbacho S.L.N.E,SANA,Comercio
2626,Q85673348,Comercializadora HYJ S.Coop.,SANA,Tecnologia
2627,E48949552,Recio y Garmendia S.L.L.,SANA,Tecnologia
2628,Q79709974,Minería del Mediterráneo S.Coop.,SANA,Comercio
2629,V72126724,Morell y Salvador S.L.L.,SANA,Tecnologia
2630,P28164926,Mateo Tapia Cortés S.L.,FRAUDE_MAQUILLAJE,Tecnologia
2631,W73601811,Díez y asociados S.Com.,SANA,Construccion
2632,P65875235,Arnaiz y Barreda S.Com.,SANA,Tecnologia
2633,E73148560,Farré & Asociados S.A.,FRAUDE_MAQUILLAJE,Construccion
2634,A51854524,Oller y Portillo S.L.,SANA,Tecnologia
2635,G22596044,Priego y Sastre S.L.,SANA,Transporte
2636,P22712374,Seve Noriega Castellanos S.A.,SANA,Construccion
2637,U89786327,Villalonga y asociados S.L.N.E,SANA,Tecnologia
2638,C57036977,Farmaceútica Valbuena S.C.P,SANA,Tecnologia
2639,Q94399027,Familia Revilla S.L.,SANA,Construccion
2640,G46853586,Alimentación FN S.L.,SANA,Comercio
2641,S88446018,Martínez y Barriga S.Com.,SANA,Comercio
2642,Q93819096,Distribuciones Mayo S.L.,SANA,Transporte
2643,J85311217,Soluciones RVM S.Com.,SANA,Tecnologia
2644,C89542677,Compañía Céspedes S.Coop.,FRAUDE_MAQUILLAJE,Tecnologia
2645,D39050282,Baeza & Asociados S.L.L.,FRAUDE_CARRUSEL,Comercio
2646,F45290889,Desarrollo Mateos S.A.,SANA,Construccion
2647,E80104308,Moreno y Ibarra S.Coop.,SANA,Transporte
2648,P87263201,Supermercados Bastida & Asociados S.L.N.E,SANA,Comercio
2649,V38092671,Consultoría Iberia S.L.,SANA,Tecnologia
2650,A41115834,Arnaiz y Cámara S.A.U,SANA,Tecnologia
2651,C92533661,Inversiones Batalla y asociados S.Com.,SANA,Tecnologia
2652,E32121549,Codina y Neira S.L.,SANA,Transporte
2653,A53397675,Comercializadora Casas S.A.,SANA,Construccion
2654,B28384463,Julián Gómez Cáceres S.C.P,SANA,Transporte
2655,S99233613,Promociones Española S.L.L.,FRAUDE_CARRUSEL,Transporte
2656,P50608690,Infraestructuras Mulet & Asociados S.Coop.,SANA,Construccion
2657,H85181407,Inversiones QDQY S.L.N.E,SANA,Transporte
2658,R61744941,Elorza y Conesa S.Com.,SANA,Transporte
2659,Q51843964,Distribuciones Aguirre y asociados S.A.,SANA,Comercio
2660,W20495780,Mendez y Lobo S.L.N.E,SANA,Tecnologia
2661,F95063153,Infraestructuras VEVL S.A.,SANA,Comercio
2662,E68685794,Banca Privada Poza S.A.,SANA,Transporte
2663,V43626780,Grupo Carbó S.A.,SANA,Construccion
2664,S97522323,Finanzas del Noroeste S.C.P,SANA,Comercio
2665,F13395111,Tecnologías Ibéricos S.A.U,SANA,Comercio
2666,U99931125,Toledo y asociados S.L.L.,SANA,Comercio
2667,S38693060,Finanzas Globales S.A.U,SANA,Tecnologia
2668,R60225060,Jesusa Diéguez Robledo S.L.,FRAUDE_MAQUILLAJE,Tecnologia
2669,A36284674,Compañía EULQ S.A.,SANA,Transporte
2670,Q80598873,Rosenda Larrañaga Campoy S.L.L.,SANA,Tecnologia
2671,A88676876,Fábrica Soler S.Coop.,FRAUDE_MAQUILLAJE,Comercio
2672,P22631026,Hnos Seguí S.Coop.,SANA,Comercio
2673,J77483781,Transportes Lorenzo y asociados S.Com.,SANA,Construccion
2674,J14500077,Hnos Aroca S.A.T.,SANA,Comercio
2675,V63458116,Collado y Casals S.C.P,SANA,Construccion
2676,J46798988,Distribuciones Andrés S.Com.,SANA,Construccion
2677,A73190952,Consultoría Menéndez S.L.N.E,SANA,Transporte
2678,V33323144,Talleres Luján S.L.N.E,SANA,Transporte
2679,D15126257,Eloy Estrada Correa S.Coop.,SANA,Comercio
2680,A92264795,Consultoría Cánovas y asociados S.L.L.,SANA,Tecnologia
2681,F27669523,Vallés y Iglesia S.L.L.,SANA,Construccion
2682,S26029189,Instalaciones Franco S.C.P,SANA,Construccion
2683,U95560869,Matías Peñalver Pi S.Coop.,SANA,Construccion
2684,P23082934,Instalaciones TGR S.L.,SANA,Comercio
2685,G97926734,Farmaceútica del Levante S.Coop.,SANA,Construccion
2686,P52477264,Hnos Luz S.L.,SANA,Tecnologia
2687,Q79302042,Logística Sala S.A.,SANA,Construccion
2688,R65885406,Simó y Colom S.A.,FRAUDE_CARRUSEL,Construccion
2689,C35895959,Sáez y Porcel S.Coop.,SANA,Tecnologia
2690,J21270088,Andreu y Estevez S.A.,SANA,Tecnologia
2691,U15973820,Calleja & Asociados S.Coop.,SANA,Comercio
2692,G77842475,Catalina Oliver Echeverría S.L.,SANA,Transporte
2693,F95268483,Banco WC S.C.P,SANA,Construccion
2694,N46743866,Banco Alsina S.Com.,SANA,Comercio
2695,D55828977,Salvà y Sandoval S.A.U,SANA,Transporte
2696,C85992639,Pineda y Puga S.L.,SANA,Transporte
2697,C25604379,Natalia Villaverde González S.Com.,SANA,Construccion
2698,F21598781,Familia Seguí S.A.D,SANA,Tecnologia
2699,P89342612,Manufacturas Cerezo & Asociados S.L.L.,SANA,Construccion
2700,F11401059,Consultoría Iberia S.L.,SANA,Tecnologia
2701,Q71787010,Collado y Pagès S.A.,SANA,Construccion
2702,H51309843,Desarrollo PTW S.Coop.,SANA,Tecnologia
2703,E51672868,Alimentación NEC S.L.U.,SANA,Construccion
2704,R48530763,Almansa y Guerrero S.Coop.,FRAUDE_CARRUSEL,Tecnologia
2705,J28847668,Hnos Blázquez S.L.,SANA,Comercio
2706,S40327888,Novoa y asociados S.L.,SANA,Tecnologia
2707,J36739479,Inmobiliaria Rojas & Asociados S.L.L.,SANA,Tecnologia
2708,N44809916,Navarrete & Asociados S.A.,SANA,Transporte
2709,J22403336,Comercializadora WAOD S.A.,SANA,Transporte
2710,Q87671284,Palomares & Asociados S.L.,SANA,Comercio
2711,Q96144415,Hermanos Alcalde S.Coop.,SANA,Transporte
2712,F14929963,Inmobiliaria Moles S.L.N.E,SANA,Transporte
2713,E82202263,Talleres Internacionales S.L.N.E,SANA,Tecnologia
2714,S56563019,Barco y Moles S.C.P,SANA,Comercio
2715,G55926778,Talleres del Sur S.A.U,SANA,Comercio
2716,C78890262,Despacho Pi S.A.,SANA,Tecnologia
2717,J39293679,Sola y Cordero S.A.D,SANA,Transporte
2718,J14220885,Tecnologías LDC S.Com.,SANA,Construccion
2719,W98359849,Hermanos Caparrós S.Com.,FRAUDE_CARRUSEL,Tecnologia
2720,V28765689,Consultoría Exposito & Asociados S.L.,SANA,Transporte
2721,P59966944,Martin Recio Artigas S.Coop.,SANA,Transporte
2722,B53268043,Banca Privada XIC S.L.,SANA,Construccion
2723,Q11060092,Inversiones Caro S.A.,SANA,Tecnologia
2724,S73819982,Banca Privada del Noroeste S.L.N.E,SANA,Comercio
2725,P96957157,Inmobiliaria del Levante S.Coop.,SANA,Construccion
2726,F58050555,Wálter Alegria Castejón S.Com.,SANA,Comercio
2727,F72658369,Consultoría del Sur S.L.N.E,FRAUDE_CARRUSEL,Tecnologia
2728,A68922751,Jose Antonio Moles Vega S.A.,SANA,Transporte
2729,S63597632,Porta y asociados S.L.N.E,SANA,Transporte
2730,H43900011,Industrias Ayuso S.L.,SANA,Comercio
2731,P74767783,Infraestructuras ESS S.Coop.,SANA,Transporte
2732,N15386018,Samper y asociados S.Coop.,SANA,Tecnologia
2733,W24476095,Comercializadora LVDD S.Com.,SANA,Transporte
2734,S46153018,Inversiones Internacionales S.C.P,SANA,Transporte
2735,A32015192,Figuerola y asociados S.Com.,SANA,Tecnologia
2736,N90108005,Hnos Fiol S.Com.,SANA,Tecnologia
2737,E27433651,Nieto y Moraleda S.A.U,SANA,Comercio
2738,B22133101,Gibert y Coronado S.L.U.,SANA,Comercio
2739,E56453084,Hnos Lamas S.Coop.,FRAUDE_CARRUSEL,Transporte
2740,R32191838,Morera y Pedro S.A.,SANA,Transporte
2741,A98396950,Servicios Blanch S.Coop.,SANA,Tecnologia
2742,G33094634,Alimentación BI S.L.L.,SANA,Comercio
2743,N20787786,Construcción INBS S.Com.,SANA,Tecnologia
2744,H37289414,Miguel Ángel Pintor Gracia S.L.L.,SANA,Transporte
2745,C42847443,Comercial BMDU S.A.D,SANA,Tecnologia
2746,Q10663677,Familia Guillén S.L.,SANA,Transporte
2747,F56266443,Grupo Mas S.L.N.E,SANA,Construccion
2748,V83796808,Tecnologías Múgica y asociados S.L.N.E,SANA,Transporte
2749,G73391831,Hermanos Villena S.A.,SANA,Transporte
2750,U42580280,Edu Luque Batalla S.Com.,SANA,Construccion
2751,R27247299,Felicidad Mateu Guerra S.Coop.,SANA,Comercio
2752,E63671462,Toni Salgado Llamas S.Coop.,SANA,Comercio
2753,N66987832,Paula Alegria Losa S.A.,SANA,Transporte
2754,C56555725,Banca Privada del Levante S.A.,SANA,Transporte
2755,A39755270,Trillo y asociados S.Coop.,SANA,Tecnologia
2756,H59544134,Alimentación Sainz S.Com.,SANA,Comercio
2757,P77304275,Soluciones SJKR S.Coop.,SANA,Construccion
2758,R20370954,Comercializadora Tur S.L.,SANA,Tecnologia
2759,E77102111,Alimentación Blanch S.L.,SANA,Tecnologia
2760,B38351125,Antón y Bermudez S.Com.,SANA,Comercio
2761,S22462163,Suministros JXGW S.C.P,SANA,Comercio
2762,R97784425,Familia Asensio S.A.,SANA,Tecnologia
2763,S30232996,Servicios Española S.Com.,SANA,Comercio
2764,N61917499,Industrias Ibáñez S.L.N.E,SANA,Transporte
2765,B45033443,Logística Lillo S.A.,SANA,Transporte
2766,F31950353,Familia Velasco S.Com.,SANA,Transporte
2767,W24284867,Instalaciones TI S.A.,SANA,Transporte
2768,C56477836,Botella y Ariño S.L.N.E,SANA,Construccion
2769,R11640743,Comercializadora AUW S.Coop.,SANA,Tecnologia
2770,P27279124,Gras y asociados S.A.,SANA,Transporte
2771,U11555403,Gaspar Salvà Arribas S.L.L.,SANA,Transporte
2772,R66701227,Construcción Manjón & Asociados S.L.N.E,SANA,Construccion
2773,N67040011,Construcción EYML S.A.,SANA,Comercio
2774,D91018658,Donoso & Asociados S.Com.,SANA,Transporte
2775,W60039766,Finanzas MD S.Com.,SANA,Transporte
2776,P81809727,Soluciones Mendoza & Asociados S.A.,FRAUDE_CARRUSEL,Comercio
2777,D34003439,Ambrosio Pino Gallo S.Com.,FRAUDE_MAQUILLAJE,Transporte
2778,R20738641,Fábrica Perelló y asociados S.A.,SANA,Tecnologia
2779,A55246901,Graciana Murillo Barreda S.Coop.,FRAUDE_CARRUSEL,Comercio
2780,G79108209,Logística Fernandez & Asociados S.L.,SANA,Transporte
2781,S16515411,Barrio y asociados S.Com.,SANA,Transporte
2782,N15347831,Fábrica Ramirez y asociados S.A.,SANA,Construccion
2783,V71773805,Teobaldo Mora Coronado S.Coop.,SANA,Comercio
2784,B90440472,Cuadrado y Prat S.C.P,SANA,Comercio
2785,J67136827,Instalaciones Iriarte & Asociados S.Coop.,SANA,Comercio
2786,N13158189,Alimentación Camino S.Com.,SANA,Comercio
2787,F49357964,Burgos y asociados S.A.T.,SANA,Comercio
2788,S12351359,Construcción del Noroeste S.L.,SANA,Transporte
2789,P49954382,Roig y Villegas S.A.,SANA,Construccion
2790,D57948542,Construcción ILVH S.A.T.,SANA,Construccion
2791,R43370113,Llobet y Ruiz S.Coop.,SANA,Tecnologia
2792,C81804498,Iris Agullo Amaya S.L.,SANA,Construccion
2793,E29413831,Minería Grande & Asociados S.L.N.E,SANA,Transporte
2794,S46869104,Hnos Sola S.A.,SANA,Comercio
2795,U92844702,Compañía Gomila y asociados S.A.,SANA,Tecnologia
2796,W86379051,Mora y Angulo S.Coop.,SANA,Transporte
2797,B20272507,Inversiones ZS S.L.N.E,SANA,Comercio
2798,Q15138845,Vicente Manrique Agustín S.Com.,SANA,Tecnologia
2799,D61259494,Barberá y Cabrera S.L.,SANA,Construccion
2800,P95461939,Pintor y Rius S.A.,FRAUDE_CARRUSEL,Comercio
2801,S63786357,Finanzas Martínez S.Coop.,SANA,Construccion
2802,F44474897,Candelas Arias Luz S.Com.,SANA,Construccion
2803,S25626356,Consultoría LCT S.L.N.E,SANA,Tecnologia
2804,J50695005,Corral y asociados S.L.N.E,SANA,Tecnologia
2805,B60229157,Macías y Iborra S.Coop.,SANA,Transporte
2806,G68645850,Marco & Asociados S.A.,SANA,Comercio
2807,F47158689,Industrias Martorell S.Coop.,SANA,Construccion
2808,R34328360,Fábrica DN S.A.,SANA,Comercio
2809,J10677940,Hotel Ibéricos S.L.L.,SANA,Transporte
2810,G12512414,Transportes Atienza S.Com.,SANA,Transporte
2811,E46878825,Tecnologías Silva y asociados S.Com.,SANA,Comercio
2812,U90407082,Diego Gascón Pozuelo S.L.,FRAUDE_MAQUILLAJE,Comercio
2813,D39705562,Alimentación Vall & Asociados S.L.N.E,SANA,Tecnologia
2814,A53568260,Hermanos Lobato S.L.,SANA,Tecnologia
2815,C92058877,Tecnologías Canet y asociados S.L.N.E,SANA,Comercio
2816,U88908503,Sanmartín & Asociados S.Coop.,SANA,Transporte
2817,P82673252,Inmobiliaria HAYK S.A.U,SANA,Transporte
2818,V84847472,Nadia Ferrández Solera S.L.,SANA,Construccion
2819,P55714018,Gil y asociados S.Coop.,SANA,Comercio
2820,Q69644085,Cuadrado & Asociados S.Coop.,SANA,Tecnologia
2821,U76971243,Cuevas & Asociados S.Coop.,SANA,Tecnologia
2822,F62353135,Baudelio Costa Arteaga S.Com.,SANA,Comercio
2823,R14330737,Enríquez y Jimenez S.L.,SANA,Construccion
2824,V85339864,Despacho ZV S.L.N.E,SANA,Comercio
2825,C37857050,Promociones Rojas S.L.N.E,SANA,Comercio
2826,N49167825,Machado y asociados S.L.,SANA,Comercio
2827,U72730696,Soluciones Sola y asociados S.A.,SANA,Construccion
2828,E93867651,Lladó y Bosch S.L.,SANA,Tecnologia
2829,Q85818579,Solana y Adán S.Com.,SANA,Transporte
2830,S13141814,Tecnologías Barrena S.A.,SANA,Comercio
2831,V41503392,Manufacturas Coca S.Coop.,SANA,Transporte
2832,E60791859,Amando Hidalgo Quevedo S.Com.,SANA,Construccion
2833,D63116625,Soluciones VIDJ S.L.L.,SANA,Tecnologia
2834,G24848878,Promociones Camino S.C.P,SANA,Comercio
2835,F31356391,Industrias Ibérica S.L.N.E,SANA,Transporte
2836,S57247944,Guerrero y Ferrera S.Com.,SANA,Tecnologia
2837,S90429777,Distribuciones ZVTZ S.L.U.,FRAUDE_MAQUILLAJE,Comercio
2838,P58744480,Banco Cruz S.L.,SANA,Construccion
2839,P77418191,Comercializadora AG S.L.,SANA,Transporte
2840,H64219394,Comercial del Sur S.A.,SANA,Transporte
2841,U48424310,Bonilla y Marcos S.L.N.E,SANA,Transporte
2842,F33840642,Familia Riera S.A.,SANA,Transporte
2843,N10447935,Rico y Reyes S.L.L.,SANA,Comercio
2844,U98072413,Hermanos Barriga S.A.,SANA,Tecnologia
2845,D61452825,Industrias EIIZ S.L.N.E,SANA,Transporte
2846,S65068702,Grupo Ruano S.A.,SANA,Tecnologia
2847,A93064126,Minería LH S.A.,SANA,Tecnologia
2848,E91833362,Logística Castellana S.L.,SANA,Construccion
2849,S13064676,Royo & Asociados S.L.,SANA,Comercio
2850,H32341731,Restauración Checa S.L.L.,SANA,Transporte
2851,C59700276,Custodia Marco Agustí S.L.,SANA,Construccion
2852,R84095884,Barroso y asociados S.L.,SANA,Tecnologia
2853,F71440701,Despacho MTB S.L.,SANA,Comercio
2854,H33516421,Supermercados Ibáñez S.L.,SANA,Transporte
2855,G53315309,Alberdi y asociados S.L.,SANA,Tecnologia
2856,N18699029,Parra & Asociados S.Coop.,SANA,Construccion
2857,G87524461,Leonardo Montenegro Landa S.L.,SANA,Transporte
2858,U42889647,Suministros EM S.C.P,SANA,Transporte
2859,H33740148,Suministros Inteligentes S.Com.,FRAUDE_CARRUSEL,Transporte
2860,W96084467,Toro y asociados S.Coop.,SANA,Construccion
2861,P31376399,Ibañez y Gargallo S.Coop.,SANA,Tecnologia
2862,U19374071,Coll y Bernal S.Coop.,SANA,Construccion
2863,B64538931,Hnos Balaguer S.A.,SANA,Transporte
2864,R19444312,Logística Vara & Asociados S.L.,SANA,Transporte
2865,J82120748,Lara & Asociados S.Coop.,SANA,Construccion
2866,A68857308,Andrade y Galan S.A.,SANA,Transporte
2867,B49320837,Portillo y Rozas S.L.,SANA,Transporte
2868,B58771134,Construcción Montero S.A.,SANA,Transporte
2869,W94458947,Camila Daza Parejo S.Com.,SANA,Transporte
2870,S26650628,Instalaciones Cortes S.A.,SANA,Construccion
2871,E45232032,Hnos Benítez S.Com.,SANA,Construccion
2872,F59186033,Farmaceútica Leiva S.L.N.E,SANA,Transporte
2873,P29052219,Supermercados DU S.L.L.,SANA,Tecnologia
2874,V38197129,Soluciones Lozano y asociados S.Com.,SANA,Comercio
2875,D54295297,Inmobiliaria DF S.L.L.,SANA,Construccion
2876,U75978338,Guijarro y Morcillo S.A.,FRAUDE_MAQUILLAJE,Tecnologia
2877,J55961908,Farmaceútica Arteaga y asociados S.A.,SANA,Comercio
2878,U54380596,Casares y Garmendia S.L.U.,SANA,Transporte
2879,J86266699,Comercial Prat & Asociados S.L.N.E,SANA,Comercio
2880,B28793298,Compañía Sola S.A.D,SANA,Tecnologia
2881,W48712477,Talleres Azcona y asociados S.Com.,SANA,Construccion
2882,H59774794,Samper y Coloma S.A.,SANA,Comercio
2883,N51159574,Jose Angel Rodriguez Franch S.C.P,SANA,Tecnologia
2884,N73791651,Espada & Asociados S.Com.,SANA,Transporte
2885,N30728758,Talleres Parejo S.A.T.,FRAUDE_MAQUILLAJE,Tecnologia
2886,E91530481,Farmaceútica Yáñez y asociados S.A.,FRAUDE_CARRUSEL,Comercio
2887,R44534994,Vanesa Elías Quevedo S.L.,FRAUDE_MAQUILLAJE,Tecnologia
2888,A38408798,Promociones JWSV S.L.N.E,SANA,Comercio
2889,E88414664,Transportes Márquez S.Com.,SANA,Construccion
2890,J58876968,Construcción Garmendia S.A.U,FRAUDE_MAQUILLAJE,Transporte
2891,V93008294,Cárdenas y Bravo S.Coop.,SANA,Tecnologia
2892,Q96416288,Consultoría Baquero S.L.N.E,SANA,Tecnologia
2893,W52184126,Promociones Españolas S.C.P,SANA,Comercio
2894,R75128586,Familia Verdugo S.Coop.,FRAUDE_CARRUSEL,Tecnologia
2895,W74699989,Vallejo & Asociados S.L.N.E,SANA,Tecnologia
2896,V60985606,Grupo Sobrino S.L.N.E,SANA,Construccion
2897,C55951720,Tecnologías Bárcena & Asociados S.Coop.,SANA,Tecnologia
2898,N37706466,Infraestructuras YK S.L.N.E,SANA,Tecnologia
2899,E47354880,Consultoría Lorenzo y asociados S.A.,FRAUDE_CARRUSEL,Construccion
2900,G57848816,Ferrández & Asociados S.C.P,SANA,Transporte
2901,U86424646,Sebastian Acosta Toro S.A.,SANA,Construccion
2902,W40651479,Distribuciones Españolas S.A.,FRAUDE_MAQUILLAJE,Tecnologia
2903,Q99153332,Valle y asociados S.A.,SANA,Construccion
2904,R94074257,Tecnologías Avanzadas S.L.U.,FRAUDE_MAQUILLAJE,Construccion
